model,format,role,condition,context,value,v_idx,ground_truth,gt_label,raw_output,numeric,category,hybrid_consistent
3B,category,instruction_constrained,category__instruction_constrained,Temp,34,0,0,Hypothermia,Hypothermia,,0.0,
3B,category,instruction_constrained,category__instruction_constrained,Temp,36,1,1,Low Normal,Normal,,2.0,
3B,category,instruction_constrained,category__instruction_constrained,Temp,37,2,2,Normal,Normal,,2.0,
3B,category,instruction_constrained,category__instruction_constrained,Temp,38,3,3,Mild Fever,Fever,,4.0,
3B,category,instruction_constrained,category__instruction_constrained,Temp,39,4,4,Fever,Fever,,4.0,
3B,category,instruction_constrained,category__instruction_constrained,Temp,41,5,5,High Fever,Fever,,4.0,
3B,category,forced_answer,category__forced_answer,Glucose,40,0,0,Hypoglycemic Crisis,Hypoglycemic Crisis,,0.0,
3B,category,forced_answer,category__forced_answer,Glucose,70,1,1,Low Normal,Low Normal,,1.0,
3B,category,forced_answer,category__forced_answer,Glucose,90,2,2,Normal,Low Normal,,1.0,
3B,category,forced_answer,category__forced_answer,Glucose,180,3,3,Hyperglycemia,Hyperglycemia,,3.0,
3B,category,forced_answer,category__forced_answer,Glucose,300,4,4,Severe Hyperglycemia,Hyperglycemia,,3.0,
3B,category,forced_answer,category__forced_answer,Glucose,500,5,5,DKA Risk,Hyperglycemia,,3.0,
3B,category,forced_answer,category__forced_answer,HbA1c,4.0,0,0,Critically Low,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,HbA1c,5.0,1,1,Low Normal,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,HbA1c,5.6,2,2,Normal,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,HbA1c,6.5,3,3,Pre-diabetes,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,HbA1c,9.0,4,4,Diabetes,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,HbA1c,14.0,5,5,Severe Diabetes,Diabetes,,4.0,
3B,category,forced_answer,category__forced_answer,Insulin,2,0,0,Critically Low,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,Insulin,5,1,1,Low Normal,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,Insulin,10,2,2,Normal,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,Insulin,25,3,3,Insulin Resistance,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,Insulin,60,4,4,Severe Resistance,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,Insulin,120,5,5,Crisis,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,TG,50,0,0,Very Low,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,TG,100,1,1,Normal Low,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,TG,150,2,2,Normal,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,TG,250,3,3,Borderline High,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,TG,500,4,4,High,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,TG,1000,5,5,Very High,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,Creatinine,0.4,0,0,Very Low,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,Creatinine,0.7,1,1,Low Normal,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,Creatinine,1.0,2,2,Normal,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,Creatinine,1.5,3,3,Mild Elevation,Mild Elevation,,3.0,
3B,category,forced_answer,category__forced_answer,Creatinine,3.0,4,4,Renal Impairment,Mild Elevation,,3.0,
3B,category,forced_answer,category__forced_answer,Creatinine,8.0,5,5,Kidney Failure,Renal Impairment,,4.0,
3B,category,forced_answer,category__forced_answer,BP,60,0,0,Shock,Low Normal,,1.0,
3B,category,forced_answer,category__forced_answer,BP,90,1,1,Low Normal,Low Normal,,1.0,
3B,category,forced_answer,category__forced_answer,BP,120,2,2,Normal,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,BP,140,3,3,Elevated,Hypertension,,4.0,
3B,category,forced_answer,category__forced_answer,BP,180,4,4,Hypertension,Hypertension,,4.0,
3B,category,forced_answer,category__forced_answer,BP,220,5,5,Crisis,Hypertension,,4.0,
3B,category,forced_answer,category__forced_answer,HR,30,0,0,Severe Bradycardia,Severe Bradycardia,,0.0,
3B,category,forced_answer,category__forced_answer,HR,50,1,1,Low Normal,Low Normal,,1.0,
3B,category,forced_answer,category__forced_answer,HR,72,2,2,Normal,Low Normal,,1.0,
3B,category,forced_answer,category__forced_answer,HR,100,3,3,Elevated,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,HR,140,4,4,Tachycardia,Elevated,,3.0,
3B,category,forced_answer,category__forced_answer,HR,180,5,5,Severe Tachycardia,Tachycardia,,4.0,
3B,category,forced_answer,category__forced_answer,Temp,34,0,0,Hypothermia,Fever,,4.0,
3B,category,forced_answer,category__forced_answer,Temp,36,1,1,Low Normal,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,Temp,37,2,2,Normal,Normal,,2.0,
3B,category,forced_answer,category__forced_answer,Temp,38,3,3,Mild Fever,Fever,,4.0,
3B,category,forced_answer,category__forced_answer,Temp,39,4,4,Fever,Fever,,4.0,
3B,category,forced_answer,category__forced_answer,Temp,41,5,5,High Fever,Fever,,4.0,
3B,hybrid,zero_shot,hybrid__zero_shot,Glucose,40,0,0,Hypoglycemic Crisis,2 - Low Normal,2.0,1.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,Glucose,70,1,1,Low Normal,2 - Low Normal,2.0,1.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,Glucose,90,2,2,Normal,2 - Low Normal,2.0,1.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,Glucose,180,3,3,Hyperglycemia,3 - Hyperglycemia,3.0,3.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Glucose,300,4,4,Severe Hyperglycemia,3 - Hyperglycemia,3.0,3.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Glucose,500,5,5,DKA Risk,3 - Hyperglycemia,3.0,3.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,HbA1c,4.0,0,0,Critically Low,3 - Low Normal,3.0,1.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,HbA1c,5.0,1,1,Low Normal,3 - Normal,3.0,2.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,HbA1c,5.6,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,HbA1c,6.5,3,3,Pre-diabetes,3 - Pre-diabetes,3.0,,
3B,hybrid,zero_shot,hybrid__zero_shot,HbA1c,9.0,4,4,Diabetes,3 - Pre-diabetes,3.0,,
3B,hybrid,zero_shot,hybrid__zero_shot,HbA1c,14.0,5,5,Severe Diabetes,3 - Pre-diabetes,3.0,,
3B,hybrid,zero_shot,hybrid__zero_shot,Insulin,2,0,0,Critically Low,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Insulin,5,1,1,Low Normal,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Insulin,10,2,2,Normal,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Insulin,25,3,3,Insulin Resistance,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Insulin,60,4,4,Severe Resistance,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Insulin,120,5,5,Crisis,3 - Normal,3.0,2.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,TG,50,0,0,Very Low,3 - Normal,3.0,2.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,TG,100,1,1,Normal Low,3 - Normal,3.0,2.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,TG,150,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,TG,250,3,3,Borderline High,3 - Borderline High,3.0,3.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,TG,500,4,4,High,3 - Borderline High,3.0,3.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,TG,1000,5,5,Very High,3 - Borderline High,3.0,3.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Creatinine,0.4,0,0,Very Low,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Creatinine,0.7,1,1,Low Normal,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Creatinine,1.0,2,2,Normal,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Creatinine,1.5,3,3,Mild Elevation,3 - Mild Elevation,3.0,3.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Creatinine,3.0,4,4,Renal Impairment,3 - Renal Impairment,3.0,4.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,Creatinine,8.0,5,5,Kidney Failure,3 - Renal Impairment,3.0,4.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,BP,60,0,0,Shock,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,BP,90,1,1,Low Normal,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,BP,120,2,2,Normal,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,BP,140,3,3,Elevated,3 - Hypertension,3.0,4.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,BP,180,4,4,Hypertension,3 - Hypertension,3.0,4.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,BP,220,5,5,Crisis,3 - Hypertension,3.0,4.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,HR,30,0,0,Severe Bradycardia,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,HR,50,1,1,Low Normal,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,HR,72,2,2,Normal,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,HR,100,3,3,Elevated,3 - Normal,3.0,2.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,HR,140,4,4,Tachycardia,3 - Elevated,3.0,3.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,HR,180,5,5,Severe Tachycardia,3 - Severe Tachycardia,3.0,5.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,Temp,34,0,0,Hypothermia,2 - Low Normal,2.0,1.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,Temp,36,1,1,Low Normal,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Temp,37,2,2,Normal,2 - Normal,2.0,2.0,True
3B,hybrid,zero_shot,hybrid__zero_shot,Temp,38,3,3,Mild Fever,3 - Fever,3.0,4.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,Temp,39,4,4,Fever,3 - High Fever,3.0,5.0,False
3B,hybrid,zero_shot,hybrid__zero_shot,Temp,41,5,5,High Fever,3 - High Fever,3.0,5.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,Glucose,40,0,0,Hypoglycemic Crisis,2 - Low Normal,2.0,1.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,Glucose,70,1,1,Low Normal,2 - Low Normal,2.0,1.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,Glucose,90,2,2,Normal,2 - Low Normal,2.0,1.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,Glucose,180,3,3,Hyperglycemia,3 - Hyperglycemia,3.0,3.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Glucose,300,4,4,Severe Hyperglycemia,3 - Hyperglycemia,3.0,3.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Glucose,500,5,5,DKA Risk,3 - Severe Hyperglycemia,3.0,4.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,HbA1c,4.0,0,0,Critically Low,3 - Low Normal,3.0,1.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,HbA1c,5.0,1,1,Low Normal,3 - Pre-diabetes,3.0,,
3B,hybrid,role_prompting,hybrid__role_prompting,HbA1c,5.6,2,2,Normal,3 - Pre-diabetes,3.0,,
3B,hybrid,role_prompting,hybrid__role_prompting,HbA1c,6.5,3,3,Pre-diabetes,3 - Pre-diabetes,3.0,,
3B,hybrid,role_prompting,hybrid__role_prompting,HbA1c,9.0,4,4,Diabetes,3 - Pre-diabetes,3.0,,
3B,hybrid,role_prompting,hybrid__role_prompting,HbA1c,14.0,5,5,Severe Diabetes,3 - Pre-diabetes,3.0,,
3B,hybrid,role_prompting,hybrid__role_prompting,Insulin,2,0,0,Critically Low,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Insulin,5,1,1,Low Normal,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Insulin,10,2,2,Normal,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Insulin,25,3,3,Insulin Resistance,3 - Low Normal,3.0,1.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,Insulin,60,4,4,Severe Resistance,3 - Insulin Resistance,3.0,3.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Insulin,120,5,5,Crisis,3 - Insulin Resistance,3.0,3.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,TG,50,0,0,Very Low,3 - Normal,3.0,2.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,TG,100,1,1,Normal Low,3 - Normal,3.0,2.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,TG,150,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,TG,250,3,3,Borderline High,3 - Borderline High,3.0,3.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,TG,500,4,4,High,3 - Borderline High,3.0,3.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,TG,1000,5,5,Very High,3 - Borderline High,3.0,3.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Creatinine,0.4,0,0,Very Low,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Creatinine,0.7,1,1,Low Normal,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Creatinine,1.0,2,2,Normal,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Creatinine,1.5,3,3,Mild Elevation,3 - Mild Elevation,3.0,3.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Creatinine,3.0,4,4,Renal Impairment,3 - Renal Impairment,3.0,4.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,Creatinine,8.0,5,5,Kidney Failure,3 - Renal Impairment,3.0,4.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,BP,60,0,0,Shock,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,BP,90,1,1,Low Normal,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,BP,120,2,2,Normal,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,BP,140,3,3,Elevated,3 - Hypertension,3.0,4.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,BP,180,4,4,Hypertension,3 - Hypertension,3.0,4.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,BP,220,5,5,Crisis,3 - Hypertension,3.0,4.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,HR,30,0,0,Severe Bradycardia,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,HR,50,1,1,Low Normal,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,HR,72,2,2,Normal,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,HR,100,3,3,Elevated,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,HR,140,4,4,Tachycardia,3 - Elevated,3.0,3.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,HR,180,5,5,Severe Tachycardia,3 - Elevated,3.0,3.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Temp,34,0,0,Hypothermia,2 - Low Normal,2.0,1.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,Temp,36,1,1,Low Normal,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Temp,37,2,2,Normal,2 - Normal,2.0,2.0,True
3B,hybrid,role_prompting,hybrid__role_prompting,Temp,38,3,3,Mild Fever,3 - Fever,3.0,4.0,False
3B,hybrid,role_prompting,hybrid__role_prompting,Temp,39,4,4,Fever,3 - High,3.0,,
3B,hybrid,role_prompting,hybrid__role_prompting,Temp,41,5,5,High Fever,3 - High,3.0,,
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Glucose,40,0,0,Hypoglycemic Crisis,3 - Hypoglycemic Crisis,3.0,0.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Glucose,70,1,1,Low Normal,3 - Low Normal,3.0,1.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Glucose,90,2,2,Normal,3 - Low Normal,3.0,1.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Glucose,180,3,3,Hyperglycemia,3 - Hyperglycemia,3.0,3.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Glucose,300,4,4,Severe Hyperglycemia,3 - Hyperglycemia,3.0,3.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Glucose,500,5,5,DKA Risk,3 - Hyperglycemia,3.0,3.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,HbA1c,4.0,0,0,Critically Low,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,HbA1c,5.0,1,1,Low Normal,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,HbA1c,5.6,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,HbA1c,6.5,3,3,Pre-diabetes,3 - Pre-diabetes,3.0,,
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,HbA1c,9.0,4,4,Diabetes,3 - Pre-diabetes,3.0,,
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,HbA1c,14.0,5,5,Severe Diabetes,3 - Pre-diabetes,3.0,,
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Insulin,2,0,0,Critically Low,2 - Normal,2.0,2.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Insulin,5,1,1,Low Normal,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Insulin,10,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Insulin,25,3,3,Insulin Resistance,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Insulin,60,4,4,Severe Resistance,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Insulin,120,5,5,Crisis,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,TG,50,0,0,Very Low,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,TG,100,1,1,Normal Low,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,TG,150,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,TG,250,3,3,Borderline High,3 - Borderline High,3.0,3.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,TG,500,4,4,High,3 - Borderline High,3.0,3.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,TG,1000,5,5,Very High,3 - Borderline High,3.0,3.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Creatinine,0.4,0,0,Very Low,2 - Normal,2.0,2.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Creatinine,0.7,1,1,Low Normal,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Creatinine,1.0,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Creatinine,1.5,3,3,Mild Elevation,3 - Mild Elevation,3.0,3.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Creatinine,3.0,4,4,Renal Impairment,3 - Renal Impairment,3.0,4.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Creatinine,8.0,5,5,Kidney Failure,3 - Renal Impairment,3.0,4.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,BP,60,0,0,Shock,3 - Low,3.0,,
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,BP,90,1,1,Low Normal,3 - Low,3.0,,
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,BP,120,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,BP,140,3,3,Elevated,3 - Hypertension,3.0,4.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,BP,180,4,4,Hypertension,3 - Hypertension,3.0,4.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,BP,220,5,5,Crisis,3 - Hypertension,3.0,4.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,HR,30,0,0,Severe Bradycardia,2 - Normal,2.0,2.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,HR,50,1,1,Low Normal,3 - Severe Bradycardia,3.0,0.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,HR,72,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,HR,100,3,3,Elevated,3 - Normal,3.0,2.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,HR,140,4,4,Tachycardia,3 - Elevated,3.0,3.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,HR,180,5,5,Severe Tachycardia,3 - Tachycardia,3.0,4.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Temp,34,0,0,Hypothermia,3 - Low,3.0,,
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Temp,36,1,1,Low Normal,2 - Normal,2.0,2.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Temp,37,2,2,Normal,2 - Normal,2.0,2.0,True
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Temp,38,3,3,Mild Fever,3 - Fever,3.0,4.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Temp,39,4,4,Fever,3 - Fever,3.0,4.0,False
3B,hybrid,instruction_constrained,hybrid__instruction_constrained,Temp,41,5,5,High Fever,3 - Fever,3.0,4.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,Glucose,40,0,0,Hypoglycemic Crisis,2 - Low Normal,2.0,1.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,Glucose,70,1,1,Low Normal,3 - Low Normal,3.0,1.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,Glucose,90,2,2,Normal,3 - Low Normal,3.0,1.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,Glucose,180,3,3,Hyperglycemia,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,Glucose,300,4,4,Severe Hyperglycemia,3 - Hyperglycemia,3.0,3.0,True
3B,hybrid,forced_answer,hybrid__forced_answer,Glucose,500,5,5,DKA Risk,3 - Severe Hyperglycemia,3.0,4.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,HbA1c,4.0,0,0,Critically Low,3 - Low Normal,3.0,1.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,HbA1c,5.0,1,1,Low Normal,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,HbA1c,5.6,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,HbA1c,6.5,3,3,Pre-diabetes,3 - Pre-diabetes,3.0,,
3B,hybrid,forced_answer,hybrid__forced_answer,HbA1c,9.0,4,4,Diabetes,3 - Pre-diabetes,3.0,,
3B,hybrid,forced_answer,hybrid__forced_answer,HbA1c,14.0,5,5,Severe Diabetes,3 - Pre-diabetes,3.0,,
3B,hybrid,forced_answer,hybrid__forced_answer,Insulin,2,0,0,Critically Low,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,Insulin,5,1,1,Low Normal,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,Insulin,10,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,Insulin,25,3,3,Insulin Resistance,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,Insulin,60,4,4,Severe Resistance,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,Insulin,120,5,5,Crisis,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,TG,50,0,0,Very Low,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,TG,100,1,1,Normal Low,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,TG,150,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,TG,250,3,3,Borderline High,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,TG,500,4,4,High,3 - Borderline High,3.0,3.0,True
3B,hybrid,forced_answer,hybrid__forced_answer,TG,1000,5,5,Very High,3 - Borderline High,3.0,3.0,True
3B,hybrid,forced_answer,hybrid__forced_answer,Creatinine,0.4,0,0,Very Low,2 - Normal,2.0,2.0,True
3B,hybrid,forced_answer,hybrid__forced_answer,Creatinine,0.7,1,1,Low Normal,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,Creatinine,1.0,2,2,Normal,3 - Mild Elevation,3.0,3.0,True
3B,hybrid,forced_answer,hybrid__forced_answer,Creatinine,1.5,3,3,Mild Elevation,3 - Mild Elevation,3.0,3.0,True
3B,hybrid,forced_answer,hybrid__forced_answer,Creatinine,3.0,4,4,Renal Impairment,3 - Mild Elevation,3.0,3.0,True
3B,hybrid,forced_answer,hybrid__forced_answer,Creatinine,8.0,5,5,Kidney Failure,3 - Renal Impairment,3.0,4.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,BP,60,0,0,Shock,3 - Low,3.0,,
3B,hybrid,forced_answer,hybrid__forced_answer,BP,90,1,1,Low Normal,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,BP,120,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,BP,140,3,3,Elevated,3 - Hypertension,3.0,4.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,BP,180,4,4,Hypertension,3 - Hypertension,3.0,4.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,BP,220,5,5,Crisis,3 - Hypertension,3.0,4.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,HR,30,0,0,Severe Bradycardia,2 - Normal,2.0,2.0,True
3B,hybrid,forced_answer,hybrid__forced_answer,HR,50,1,1,Low Normal,3 - Severe Bradycardia,3.0,0.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,HR,72,2,2,Normal,3 - Normal,3.0,2.0,False
3B,hybrid,forced_answer,hybrid__forced_answer,HR,100,3,3,Elevated,3 - Elevated,3.0,3.0,True
3B,hybrid,forced_answer,hybrid__forced_answer,HR,140,4,4,Tachycardia,3 - Elevated,3.0,3.0,True
